title_deed_no,estate,township,erf,portion,sectional_scheme,unit,suburb,street,street_number,sales_date,registration_date,sales_price,size_m2,price_per_m2,possible_land_only,buyer_type,seller_type,number_of_owners,property_type,is_market_sale,data_source
ST24863/2024,Thompsons Bay,SHAKAS ROCK,80,3,SS THE BEACON,96,Thompsons Bay,Ocean,92,2024-06-13,2024-09-06,3420000,17,201176,False,legal_entity,natural_person,1,sectional_title,True,lightstone_export
ST23920/2024,Thompsons Bay,SHAKAS ROCK,204,14,SS KALLISTI,22,Thompsons Bay,Ocean,101,2024-07-19,2024-08-27,2130000,128,16640,False,legal_entity,legal_entity,1,sectional_title,True,lightstone_export
ST22016/2024,Thompsons Bay,SHAKAS ROCK,247,0,SS LONG ISLAND,4,Thompsons Bay,Ocean,247,2024-06-16,2024-08-07,3750000,153,24509,False,natural_person,natural_person,1,sectional_title,True,lightstone_export
ST22016/2024,Thompsons Bay,SHAKAS ROCK,247,0,SS LONG ISLAND,32,Thompsons Bay,Ocean,247,2024-06-16,2024-08-07,3750000,17,220588,False,natural_person,natural_person,1,sectional_title,True,lightstone_export
ST21772/2024,Thompsons Bay,SHAKAS ROCK,247,0,SS LONG ISLAND,65,Thompsons Bay,Ocean,247,2024-07-07,2024-08-05,3500000,154,22727,False,natural_person,natural_person,1,sectional_title,True,lightstone_export
ST21772/2024,Thompsons Bay,SHAKAS ROCK,247,0,SS LONG ISLAND,84,Thompsons Bay,Ocean,247,2024-07-07,2024-08-05,3500000,17,205882,False,natural_person,natural_person,1,sectional_title,True,lightstone_export
ST20851/2024,Thompsons Bay,SHAKAS ROCK,247,0,SS LONG ISLAND,63,Thompsons Bay,Ocean,247,2024-06-08,2024-07-26,4800000,175,27428,False,natural_person,natural_person,2,sectional_title,True,lightstone_export
ST20851/2024,Thompsons Bay,SHAKAS ROCK,247,0,SS LONG ISLAND,81,Thompsons Bay,Ocean,247,2024-06-08,2024-07-26,4800000,33,145454,False,natural_person,natural_person,2,sectional_title,True,lightstone_export
T20292/2024,Thompsons Bay,SHAKAS ROCK,244,1,,,Thompsons Bay,,,,2024-07-22,0,3367,0,False,legal_entity,legal_entity,1,freehold,False,lightstone_export
ST19893/2024,Thompsons Bay,SHAKAS ROCK,204,14,SS KALLISTI,11,Thompsons Bay,Ocean,101,2024-01-18,2024-07-17,2600000,128,20312,False,legal_entity,legal_entity,1,sectional_title,True,lightstone_export
ST15930/2024,Thompsons Bay,SHAKAS ROCK,204,5,SS KAMARI,1,Thompsons Bay,,,2024-03-15,2024-06-14,2600000,196,13265,False,natural_person,legal_entity,1,sectional_title,True,lightstone_export
ST15759/2024,Thompsons Bay,SHAKAS ROCK,80,3,SS THE BEACON,22,Thompsons Bay,Ocean,92,2023-10-07,2024-06-13,2350000,95,24736,False,legal_entity,natural_person,1,sectional_title,True,lightstone_export
ST13560/2024,Thompsons Bay,SHAKAS ROCK,80,3,SS THE BEACON,9,Thompsons Bay,Ocean,92,2024-04-12,2024-05-23,2075000,115,18043,False,natural_person,natural_person,2,sectional_title,True,lightstone_export
ST9191/2024,Thompsons Bay,SHAKAS ROCK,204,5,SS KAMARI,22,Thompsons Bay,,,2023-10-16,2024-04-18,65000,16,4062,False,natural_person,natural_person,1,sectional_title,True,lightstone_export
ST9154/2024,Thompsons Bay,SHAKAS ROCK,252,0,SS MARICHEL,10,Thompsons Bay,Ocean,87,2023-12-13,2024-04-17,10500000,377,27851,False,legal_entity,legal_entity,1,sectional_title,True,lightstone_export
ST8492/2024,Thompsons Bay,SHAKAS ROCK,80,3,SS THE BEACON,3,Thompsons Bay,Ocean,92,2024-01-12,2024-04-11,2200000,95,23157,False,natural_person,natural_person,3,sectional_title,True,lightstone_export
ST4691/2024,Thompsons Bay,SHAKAS ROCK,80,10,SS MARTINIQUE CHAKAS ROCK,71,Thompsons Bay,Ocean,67,2023-11-21,2024-03-01,4630000,146,31712,False,legal_entity,natural_person,1,sectional_title,True,lightstone_export
ST3645/2024,Thompsons Bay,SHAKAS ROCK,90,5,SS LES DAUPHINE,5,Thompsons Bay,Ocean,86,2023-08-24,2024-02-21,3200000,172,18604,False,legal_entity,natural_person,1,sectional_title,True,lightstone_export
ST1843/2024,Thompsons Bay,SHAKAS ROCK,243,0,SS THE ISLANDS,3,Thompsons Bay,Ocean,61,2023-12-12,2024-01-31,3800000,157,24203,False,natural_person,legal_entity,1,sectional_title,True,lightstone_export
ST1328/2024,Thompsons Bay,SHAKAS ROCK,80,3,SS THE BEACON,66,Thompsons Bay,Ocean,92,2023-11-09,2024-01-24,4600000,191,24083,False,legal_entity,natural_person,1,sectional_title,True,lightstone_export
ST35214/2023,Thompsons Bay,SHAKAS ROCK,80,3,SS THE BEACON,56,Thompsons Bay,Ocean,92,2023-10-17,2023-12-05,1660000,95,17473,False,natural_person,natural_person,1,sectional_title,True,lightstone_export
ST34018/2023,Thompsons Bay,SHAKAS ROCK,252,0,SS MARICHEL,5,Thompsons Bay,Ocean,87,2023-07-19,2023-11-27,8500000,358,23743,False,legal_entity,natural_person,1,sectional_title,True,lightstone_export
ST29895/2023,Thompsons Bay,SHAKAS ROCK,80,3,SS THE BEACON,18,Thompsons Bay,Ocean,92,2023-08-12,2023-10-20,2800000,115,24347,False,natural_person,natural_person,1,sectional_title,True,lightstone_export
ST29893/2023,Thompsons Bay,SHAKAS ROCK,80,3,SS THE BEACON,91,Thompsons Bay,Ocean,92,2023-09-06,2023-10-20,325000,17,19117,False,legal_entity,legal_entity,1,sectional_title,True,lightstone_export
ST29641/2023,Thompsons Bay,SHAKAS ROCK,247,0,SS LONG ISLAND,37,Thompsons Bay,Ocean,247,2023-06-07,2023-10-19,2800000,17,164705,False,natural_person,natural_person,1,sectional_title,True,lightstone_export
ST29641/2023,Thompsons Bay,SHAKAS ROCK,247,0,SS LONG ISLAND,9,Thompsons Bay,Ocean,247,2023-06-07,2023-10-19,2800000,153,18300,False,natural_person,natural_person,1,sectional_title,True,lightstone_export
ST29435/2023,Thompsons Bay,SHAKAS ROCK,90,5,SS LES DAUPHINE,3,Thompsons Bay,Ocean,86,2023-07-20,2023-10-18,5245000,232,22607,False,natural_person,legal_entity,2,sectional_title,True,lightstone_export
ST29339/2023,Thompsons Bay,SHAKAS ROCK,204,5,SS KAMARI,17,Thompsons Bay,,,2023-07-21,2023-10-17,2895000,196,14770,False,legal_entity,natural_person,1,sectional_title,True,lightstone_export
ST28405/2023,Thompsons Bay,SHAKAS ROCK,243,0,SS THE ISLANDS,13,Thompsons Bay,Ocean,61,2023-07-09,2023-10-09,4250000,152,27960,False,natural_person,natural_person,2,sectional_title,True,lightstone_export
